CustomerID,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,City,Zip Code,Gender,Churn Value,Churn Score,CLTV,Churn Reason,Age,Under 30,Married,Number of Dependents,Population,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category
1569-TTNYJ,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,Richmond,94805,Male,1,72,3401,Don't know,55,No,Yes,0,13984,Yes,1,No Offer,1.16,7,No,No,0.0,10,5.8,427.9,2,Churned,Other
8628-MFKAX,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No,San Pablo,94806,Female,0,68,5098,Active Subscriber,79,No,Yes,0,55720,Yes,6,Offer A,14.75,16,No,Yes,0.0,0,1062.0,9339.05,3,Stayed,Active Subscriber
2397-BRLOM,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,San Rafael,94901,Male,1,100,3443,Don't know,67,No,Yes,0,40239,Yes,2,No Offer,26.99,2,No,Yes,0.0,0,215.92,799.37,1,Churned,Other
7629-WIXZF,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No,San Rafael,94903,Female,0,29,4770,Active Subscriber,32,No,No,0,28403,No,0,No Offer,6.83,17,Yes,Yes,0.0,0,47.81,417.06,3,Stayed,Active Subscriber
5445-GLVOT,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No,Greenbrae,94904,Female,0,29,4667,Active Subscriber,64,No,No,0,12010,No,0,Offer D,31.53,11,No,Yes,0.0,0,693.66,1742.71,3,Stayed,Active Subscriber
3976-HXHCE,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.3,1414.8,No,Belvedere Tiburon,94920,Male,0,42,4722,Active Subscriber,57,No,No,0,13065,No,0,No Offer,45.75,0,No,No,0.0,0,3294.0,4708.8,4,Stayed,Active Subscriber
2466-NEJOJ,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.65,169.75,No,Bodega,94922,Male,0,38,4535,Active Subscriber,58,No,Yes,3,584,Yes,6,Offer E,26.17,0,No,No,0.0,0,209.36,379.11,4,Stayed,Active Subscriber
0254-KCJGT,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,Bodega Bay,94923,Male,0,64,4628,Active Subscriber,64,No,Yes,0,1785,Yes,6,Offer B,41.34,24,Yes,Yes,0.0,0,2149.68,6504.13,4,Stayed,Active Subscriber
5472-CVMDX,No,No,68,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No,Bolinas,94924,Female,0,45,5278,Active Subscriber,21,Yes,No,0,1573,No,0,No Offer,0.0,58,No,Yes,0.0,0,0.0,2719.2,3,Stayed,Active Subscriber
6461-SZMCV,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No,Corte Madera,94925,Female,0,71,4278,Active Subscriber,46,No,Yes,0,9038,Yes,7,No Offer,9.06,30,Yes,Yes,0.0,0,643.26,7008.61,4,Stayed,Active Subscriber
8150-QUDFX,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,51.6,No,Rohnert Park,94928,Male,0,64,3300,Active Subscriber,27,Yes,No,0,42544,No,0,Offer E,27.47,0,No,No,0.0,0,54.94,106.54,3,Joined,Active Subscriber
9508-ILZDG,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,Dillon Beach,94929,Female,0,32,5425,Active Subscriber,79,No,No,0,330,No,0,No Offer,14.23,13,No,Yes,0.0,0,483.82,3674.07,4,Stayed,Active Subscriber
2346-DJQTB,No,No,35,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,No,Fairfax,94930,Female,0,75,5097,Active Subscriber,54,No,No,0,8486,No,0,No Offer,0.0,21,No,No,0.0,40,0.0,852.5,4,Stayed,Active Subscriber
1697-LYYYX,No,Yes,61,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.1,1143.8,No,Cotati,94931,Female,0,57,4376,Active Subscriber,21,Yes,Yes,1,7936,Yes,8,No Offer,42.11,0,No,No,0.0,0,2568.71,3712.51,4,Stayed,Active Subscriber
1942-OQFRW,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,Forest Knolls,94933,Male,0,61,2785,Active Subscriber,62,No,No,0,1025,No,0,Offer E,13.4,17,No,Yes,0.0,0,13.4,57.4,5,Joined,Active Subscriber
4749-VFKVB,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.1,50.1,Yes,Inverness,94937,Female,1,90,4778,Don't know,47,No,No,0,1004,No,0,No Offer,46.49,14,No,Yes,0.0,0,46.49,96.59,2,Churned,Other
9640-ZSLDC,No,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,No,Lagunitas,94938,Female,0,38,4854,Active Subscriber,29,Yes,Yes,5,821,Yes,3,No Offer,31.99,59,Yes,Yes,0.0,0,1695.47,4992.47,4,Stayed,Active Subscriber
4231-LZUYM,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.65,1887.0,No,Larkspur,94939,Female,0,22,5613,Active Subscriber,37,No,Yes,0,6773,Yes,4,No Offer,12.58,0,No,No,0.0,0,905.76,2792.76,5,Stayed,Active Subscriber
7598-UAASY,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,151.8,Yes,Marshall,94940,Male,1,71,4340,Attitude of service provider,19,Yes,Yes,0,406,Yes,1,Offer E,20.5,51,No,Yes,0.0,0,41.0,192.8,1,Churned,Competitor
7938-OUHIO,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,Yes,Mill Valley,94941,Male,1,72,3916,Attitude of service provider,28,Yes,No,0,28727,No,0,Offer E,32.76,73,Yes,Yes,0.0,0,98.28,391.93,3,Churned,Attitude
8510-AWCXC,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes,Novato,94945,Female,1,65,3269,Attitude of support person,69,No,No,0,16429,No,0,Offer D,7.22,28,No,Yes,0.0,0,93.86,1401.96,1,Churned,Attitude
6128-AQBMT,Yes,No,41,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,Nicasio,94946,Male,0,46,3920,Active Subscriber,65,No,Yes,0,607,Yes,8,Offer B,0.0,9,Yes,Yes,0.0,0,0.0,2215.4,3,Stayed,Active Subscriber
3594-BDSOA,No,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.4,482.8,No,Novato,94947,Female,0,79,3071,Active Subscriber,44,No,Yes,0,24741,Yes,6,No Offer,35.86,0,No,No,0.0,0,860.64,1343.44,5,Stayed,Active Subscriber
0431-APWVY,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes,Novato,94949,Female,1,99,5958,Don't know,37,No,Yes,0,13361,Yes,1,No Offer,18.31,13,Yes,Yes,0.0,0,512.68,3111.63,3,Churned,Other
5133-VRSAB,No,No,8,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No,Olema,94950,Male,0,59,5369,Active Subscriber,47,No,No,0,248,No,0,Offer E,0.0,8,No,No,0.0,10,0.0,226.45,4,Stayed,Active Subscriber
5996-DAOQL,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,20.45,No,Penngrove,94951,Male,0,80,2184,Active Subscriber,28,Yes,No,0,3777,No,0,Offer E,42.17,0,No,No,0.0,0,42.17,62.62,3,Joined,Active Subscriber
6838-YAUVY,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,No,Petaluma,94952,Female,0,67,4825,Active Subscriber,26,Yes,No,0,31930,No,0,No Offer,11.76,52,Yes,Yes,0.0,0,635.04,5699.89,3,Stayed,Active Subscriber
0484-JPBRU,No,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,No,Petaluma,94954,Male,0,40,3461,Active Subscriber,23,Yes,No,0,35419,No,0,No Offer,41.21,0,No,No,0.0,0,1689.61,2686.06,4,Stayed,Active Subscriber
7883-ROJOC,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,No,Point Reyes Station,94956,Female,0,76,5842,Active Subscriber,33,No,Yes,0,1885,No,0,Offer D,34.51,22,No,Yes,0.0,0,655.69,1495.34,5,Stayed,Active Subscriber
0244-LGNFY,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,No,San Anselmo,94960,Female,0,75,6342,Active Subscriber,35,No,Yes,1,16849,Yes,4,No Offer,30.0,19,Yes,Yes,0.0,0,2160.0,8893.0,4,Stayed,Active Subscriber
7274-CGTOD,No,No,62,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No,San Geronimo,94963,Male,0,58,5254,Active Subscriber,21,Yes,No,0,548,No,0,No Offer,0.0,51,No,Yes,0.0,0,0.0,2618.3,4,Stayed,Active Subscriber
4295-YURET,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No,San Quentin,94964,Female,0,79,6357,Active Subscriber,78,No,Yes,1,6448,Yes,8,Offer B,5.93,19,No,No,0.0,140,332.08,4556.43,4,Stayed,Active Subscriber
3426-NIYYL,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,765.5,Yes,Sausalito,94965,Male,1,66,2087,Attitude of support person,47,No,No,0,11213,No,0,Offer D,3.15,26,No,No,0.0,20,47.25,832.75,2,Churned,Attitude
8225-BTJAU,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,Yes,Stinson Beach,94970,Male,1,87,3856,Attitude of service provider,75,No,No,0,781,No,0,Offer D,7.51,18,No,Yes,0.0,0,75.1,868.65,1,Churned,Competitor
4635-EJYPD,No,Yes,32,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18.95,613.95,No,Tomales,94971,Male,0,49,4735,Active Subscriber,39,No,Yes,1,384,Yes,2,No Offer,35.39,0,No,No,0.0,0,1132.48,1746.43,4,Stayed,Active Subscriber
1866-ZSLJM,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.5,402.85,No,Valley Ford,94972,Male,0,75,5654,Active Subscriber,31,No,No,0,66,No,0,Offer D,32.89,0,No,No,0.0,0,690.69,1093.54,4,Stayed,Active Subscriber
4636-TVXVG,No,Yes,62,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.95,1244.8,No,Woodacre,94973,Male,0,32,4803,Active Subscriber,28,Yes,Yes,2,1449,Yes,9,No Offer,47.96,0,No,No,0.0,0,2973.52,4218.32,4,Stayed,Active Subscriber
4236-UJPWO,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,No,Alviso,95002,Female,0,54,5786,Active Subscriber,34,No,No,0,2147,No,0,Offer E,0.0,5,No,Yes,0.0,0,0.0,46.4,4,Joined,Active Subscriber
9392-XBGTD,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.6,581.85,No,Aptos,95003,Male,0,56,2924,Active Subscriber,42,No,No,2,24227,No,0,No Offer,8.55,0,No,No,0.0,0,230.85,812.7,4,Stayed,Active Subscriber
3387-VATUS,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes,Aromas,95004,Male,1,69,5701,Attitude of service provider,44,No,No,0,3373,No,0,Offer E,40.15,19,Yes,Yes,0.0,0,200.75,663.55,3,Churned,Attitude
6402-SSEJG,No,No,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,No,Ben Lomond,95005,Female,0,76,3695,Active Subscriber,31,No,No,0,6407,No,0,No Offer,0.0,9,Yes,Yes,0.0,0,0.0,1540.2,3,Stayed,Active Subscriber
1143-NMNQJ,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes,Boulder Creek,95006,Female,1,95,2187,Attitude of service provider,39,No,No,0,10520,No,0,No Offer,14.07,6,Yes,Yes,0.0,0,28.14,197.94,2,Churned,Attitude
1169-SAOCL,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No,Brookdale,95007,Male,0,27,5154,Active Subscriber,45,No,No,0,1007,No,0,No Offer,22.52,25,Yes,No,0.0,130,1103.48,6401.58,5,Stayed,Active Subscriber
1110-KYLGQ,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,No,Campbell,95008,Female,0,39,5331,Active Subscriber,46,No,No,0,44976,No,0,No Offer,5.17,16,Yes,Yes,0.0,0,325.71,7105.81,3,Stayed,Active Subscriber
9929-PLVPA,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.4,94.5,No,Capitola,95010,Female,0,65,4929,Active Subscriber,51,No,No,3,9673,No,0,Offer E,30.79,0,No,No,0.0,0,123.16,217.66,3,Stayed,Active Subscriber
3518-PZXZQ,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No,Castroville,95012,Female,0,37,2849,Active Subscriber,27,Yes,Yes,0,8582,Yes,8,No Offer,36.69,82,No,Yes,0.0,0,36.69,91.99,3,Joined,Active Subscriber
2371-JUNGC,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,208.0,No,Cupertino,95014,Male,0,33,4032,Active Subscriber,46,No,No,0,54431,No,0,Offer D,28.62,0,No,No,0.0,0,314.82,522.82,4,Stayed,Active Subscriber
7693-QPEFS,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No,Davenport,95017,Male,0,72,4368,Active Subscriber,75,No,No,0,857,No,0,Offer B,42.19,11,No,Yes,0.0,0,2193.88,6023.63,3,Stayed,Active Subscriber
0924-BJCRC,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,No,Felton,95018,Female,0,44,4340,Active Subscriber,70,No,Yes,0,8728,Yes,6,Offer B,24.68,19,No,No,0.0,10,1480.8,6785.4,3,Stayed,Active Subscriber
5074-FBGHB,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,No,Freedom,95019,Male,0,80,6443,Active Subscriber,47,No,No,0,4753,No,0,No Offer,25.95,23,Yes,Yes,0.0,0,1660.8,8550.6,4,Stayed,Active Subscriber
2351-BKRZW,No,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,No,Gilroy,95020,Female,0,23,3976,Active Subscriber,30,No,Yes,1,49968,Yes,10,No Offer,29.98,59,Yes,Yes,0.0,0,1289.14,4543.49,3,Stayed,Active Subscriber
4455-BFSPD,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No,Hollister,95023,Female,0,79,5177,Active Subscriber,35,No,Yes,0,47514,Yes,5,No Offer,36.13,23,Yes,Yes,0.0,0,2203.93,8587.83,3,Stayed,Active Subscriber
0415-MOSGF,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,Los Gatos,95030,Female,1,76,3204,Attitude of support person,58,No,No,0,13290,No,0,Offer E,26.53,30,No,Yes,0.0,0,26.53,70.93,2,Churned,Attitude
1724-BQUHA,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes,Los Gatos,95032,Male,1,66,2718,Attitude of support person,67,No,No,0,24443,No,0,No Offer,45.72,6,No,Yes,0.0,0,228.6,706.3,2,Churned,Attitude
3948-KXDUF,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,No,Los Gatos,95033,Male,0,60,5454,Active Subscriber,64,No,No,0,10172,No,0,No Offer,20.52,10,No,Yes,0.0,0,1354.32,5801.87,4,Stayed,Active Subscriber
2323-ARSVR,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,No,Milpitas,95035,Male,0,67,6103,Active Subscriber,51,No,Yes,0,62848,Yes,8,No Offer,46.89,29,Yes,Yes,0.0,0,3141.63,10462.68,3,Stayed,Active Subscriber
0815-MFZGM,No,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,No,Morgan Hill,95037,Female,0,76,4545,Active Subscriber,54,No,Yes,0,41707,Yes,9,No Offer,1.31,17,Yes,Yes,0.0,0,55.02,4190.02,4,Stayed,Active Subscriber
4826-XTSOH,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,Moss Landing,95039,Male,1,96,4843,Attitude of support person,66,No,Yes,0,899,No,0,No Offer,38.78,23,No,Yes,0.0,0,38.78,124.83,1,Churned,Competitor
5480-XTFFL,No,Yes,31,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,21.0,697.7,No,Mount Hermon,95041,Female,0,24,5225,Active Subscriber,60,No,Yes,3,77,Yes,3,Offer C,9.8,0,No,No,0.0,0,303.8,1001.5,3,Stayed,Active Subscriber
8295-FHIVV,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,168.65,No,Paicines,95043,Male,0,56,5873,Active Subscriber,63,No,No,0,813,No,0,No Offer,9.19,0,No,No,0.0,0,64.33,232.98,5,Stayed,Active Subscriber
2495-INZWQ,No,No,4,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,Yes,San Juan Bautista,95045,Male,1,66,5605,Attitude of service provider,44,No,No,0,3402,No,0,Offer E,0.0,20,Yes,No,0.0,10,0.0,184.3,2,Churned,Attitude
9086-YJYXS,No,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,No,San Martin,95046,Male,0,58,3997,Active Subscriber,23,Yes,Yes,1,5671,No,0,Offer C,5.39,52,Yes,Yes,0.0,0,183.26,2937.06,5,Stayed,Active Subscriber
1179-INLAT,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.45,69.25,No,Santa Clara,95050,Male,0,32,2787,Active Subscriber,33,No,No,0,36349,No,0,No Offer,2.78,0,No,No,0.0,0,8.34,77.59,4,Joined,Active Subscriber
7909-FIOIY,No,Yes,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,No,Santa Clara,95051,Female,0,39,2958,Active Subscriber,21,Yes,Yes,1,52986,Yes,4,Offer D,0.0,85,No,Yes,0.0,0,0.0,434.8,5,Stayed,Active Subscriber
4139-SUGLD,No,Yes,31,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,Yes,Santa Clara,95054,Male,1,77,2067,Attitude of service provider,41,No,Yes,3,13031,Yes,1,No Offer,0.0,23,No,Yes,0.0,0,0.0,1077.5,1,Churned,Attitude
6857-VWJDT,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes,Santa Cruz,95060,Female,1,87,3473,Attitude of service provider,45,No,No,0,43192,No,0,Offer E,32.33,9,Yes,Yes,0.0,0,32.33,127.98,2,Churned,Attitude
6351-SCJKT,No,No,3,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,No,Santa Cruz,95062,Male,0,46,5534,Active Subscriber,32,No,No,0,36631,No,0,No Offer,0.0,25,No,Yes,0.0,0,0.0,107.25,3,Joined,Active Subscriber
5468-BPMMO,No,No,46,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.6,851.2,No,Santa Cruz,95064,Male,0,59,5092,Active Subscriber,59,No,Yes,0,4563,Yes,3,No Offer,16.07,0,No,No,0.0,0,739.22,1590.42,5,Stayed,Active Subscriber
5624-BQSSA,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.95,20.95,Yes,Santa Cruz,95065,Female,1,70,4285,Attitude of support person,19,Yes,No,0,8365,No,0,No Offer,40.48,0,No,No,0.0,0,40.48,61.43,1,Churned,Price
0197-PNKNK,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,No,Scotts Valley,95066,Female,0,49,5629,Active Subscriber,47,No,Yes,1,14574,Yes,7,No Offer,38.92,16,No,No,0.0,40,2685.48,8574.08,3,Stayed,Active Subscriber
2439-QKJUL,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,109.8,No,Saratoga,95070,Male,0,44,5064,Active Subscriber,31,No,No,0,30589,No,0,No Offer,7.83,0,No,No,0.0,0,39.15,148.95,3,Stayed,Active Subscriber
1194-SPVSP,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.65,19.65,No,Soquel,95073,Male,0,79,3625,Active Subscriber,20,Yes,No,0,9823,No,0,No Offer,27.88,0,No,No,0.0,0,27.88,47.53,3,Joined,Active Subscriber
9534-NSXEM,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.65,595.5,No,Watsonville,95076,Male,0,79,2194,Active Subscriber,28,Yes,No,0,81141,No,0,Offer C,31.53,0,No,No,0.0,0,819.78,1415.28,3,Stayed,Active Subscriber
2408-WITXK,Yes,No,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes,San Jose,95110,Female,1,92,3244,Deceased,67,No,No,0,18197,No,0,Offer D,0.0,4,No,Yes,0.0,0,0.0,329.8,1,Churned,Other
8929-KSWIH,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,No,San Jose,95111,Male,0,23,3847,Active Subscriber,21,Yes,No,0,57748,No,0,Offer C,4.94,51,Yes,Yes,0.0,0,123.5,2637.0,4,Stayed,Active Subscriber
2250-IVBWA,No,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,No,San Jose,95112,Male,0,48,5168,Active Subscriber,47,No,Yes,2,52334,Yes,4,No Offer,49.49,12,No,Yes,0.0,0,3167.36,8302.71,3,Stayed,Active Subscriber
1810-MVMAI,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,No,San Jose,95113,Male,0,33,4104,Active Subscriber,31,No,Yes,1,561,Yes,4,Offer C,48.04,19,No,Yes,0.0,0,1441.2,3441.4,3,Stayed,Active Subscriber
9506-UXUSK,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,No,San Jose,95116,Male,0,30,4599,Active Subscriber,53,No,No,0,51706,No,0,Offer D,39.17,10,No,No,0.0,150,509.21,1590.96,5,Stayed,Active Subscriber
1229-RCALF,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,7396.15,No,San Jose,95117,Female,0,45,5189,Active Subscriber,37,No,Yes,0,29914,Yes,1,No Offer,46.44,29,Yes,Yes,0.0,0,2972.16,10368.31,4,Stayed,Active Subscriber
3572-UOLYZ,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,No,San Jose,95118,Female,0,39,5756,Active Subscriber,28,Yes,No,2,31926,No,0,No Offer,4.08,59,No,Yes,0.0,0,187.68,4146.53,3,Stayed,Active Subscriber
1429-UYJSV,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.7,260.9,No,San Jose,95119,Female,0,62,3423,Active Subscriber,57,No,No,0,10155,No,0,Offer D,36.65,0,No,No,0.0,0,439.8,700.7,4,Stayed,Active Subscriber
5577-OTWWW,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,297.3,Yes,San Jose,95120,Female,1,69,2428,Moved,54,No,No,0,37090,No,0,Offer D,39.84,0,No,No,0.0,0,597.6,894.9,2,Churned,Other
6100-QQHEB,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,Yes,San Jose,95121,Male,1,99,5775,Moved,42,No,Yes,0,37127,Yes,1,Offer D,17.71,13,Yes,Yes,0.0,0,301.07,1816.17,3,Churned,Other
6366-XIVKZ,No,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,No,San Jose,95122,Female,0,46,5916,Active Subscriber,40,No,Yes,3,59841,Yes,3,No Offer,39.2,25,Yes,Yes,0.0,0,509.6,1326.4,3,Stayed,Active Subscriber
3470-OBUET,No,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868.4,No,San Jose,95123,Female,0,35,4188,Active Subscriber,49,No,Yes,2,59632,Yes,5,No Offer,43.01,16,No,Yes,0.0,0,2881.67,7750.07,3,Stayed,Active Subscriber
2770-NSVDG,No,No,24,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688.0,No,San Jose,95124,Male,0,33,4636,Active Subscriber,25,Yes,Yes,0,45257,Yes,4,Offer C,0.0,51,No,Yes,0.0,0,0.0,688.0,3,Stayed,Active Subscriber
